"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2018","12","1","London Labour and the London Poor","Henry Mayhew","History, Nonfiction","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2018","12","1","Against the Machine: Being Human in the Age of the Electronic Mob","Lee Siegel","Media Studies, Nonfiction, Politics, Sociology","Random House, Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2018","12","4","Change Your Questions, Change Your Life: 12 Powerful Tools for Leadership, Coaching, and Life (unabridged, 3) (Unabridged, 3)","Marilee G. Adams","Business, Nonfiction","Berrett-Koehler Publishers, Inc.","2018"
"Digital","OverDrive","EBOOK","2018","12","1","Floret Farm's Cut Flower Garden: Grow, Harvest, and Arrange Stunning Seasonal Blooms","Erin Benzakein","Crafts, Gardening, Nonfiction","Chronicle Books","2017"
"Physical","Horizon","BOOK","2018","12","1","Pop painting : inspiration and techniques from the pop surrealism art phenomenon / Camilla D'Errico.","D'Errico, Camilla","DErrico Camilla Themes motives, Painting Technique, Pop art Themes motives","Watson-Guptill,","c2016."
"Digital","OverDrive","EBOOK","2018","12","1","Brittles, Barks, & Bonbons: Delicious Recipes for Quick and Easy Candy","Charity Ferreira","Cooking & Food, Nonfiction","Chronicle Books","2012"
"Physical","Horizon","BOOK","2018","12","1","Sugar, gummi and lollipop / Ellen Miles.","Miles, Ellen","Dogs Juvenile fiction, Puppies Juvenile fiction, Puggle Juvenile fiction, Foster care of animals Juvenile fiction, Dogs Training Juvenile fiction, Dogs Training Fiction","Scholastic Inc.,","[2016]"
"Digital","OverDrive","EBOOK","2018","12","1","Death Comes in Through the Kitchen","Teresa Dovalpage","Fiction, Literature, Mystery","Random House, Inc.","2018"
"Digital","OverDrive","AUDIOBOOK","2018","12","6","The Sittaford Mystery (Unabridged)","Agatha Christie","Fiction, Thriller","Random House Group Limited","2017"
"Physical","Horizon","BOOK","2018","12","1","Between gears. [Vol. 1] / by Natalie Nourigat.","Nourigat, Natalie","Nourigat Natalie Comic books strips etc, College students United States Comic books strips etc, Cartoonists United States Comic books strips etc, Graphic novels, Autobiographical comics","Image Comics, Inc.,","[2012]"
"Physical","Horizon","BOOK","2018","12","2","Edward the emu / Sheena Knowles ; illustrated by Rod Clement.","Knowles, Sheena","Emus Fiction, Zoo animals Fiction, Individuality Fiction","HarperTrophy,","1998."
"Physical","Horizon","BOOK","2018","12","1","The ultimate protein powder cookbook : think outside the shake / Anna Sward.","Sward, Anna","Cooking Natural foods, Food additives, Enriched foods, High protein diet Recipes, Cookbooks","Countryman Press, a division of W. W. Norton & Company Independent Publishers Since 1923,","[2018], ©2014"
"Physical","Horizon","BOOK","2018","12","1","Joseph Cornell : stargazing in the cinema / Jodi Hauptman.","Hauptman, Jodi","Cornell Joseph Criticism and interpretation, Actresses in art","Yale University Press,","[1999]"
"Physical","Horizon","BOOK","2018","12","1","Happily ever Esther : two men, a wonder pig, and their life-changing missions to give animals a home / by Steve Jenkins, Derek Walter, and Caprice Crane ; foreword by Alan Cumming.","Jenkins, Steve, 1982-","Swine as pets Canada Anecdotes, Animal sanctuaries Canada Anecdotes, Domestic animals Care Canada Anecdotes, Farm life Canada Anecdotes, Human animal relationships, Large type books","Thorndike Press, a part of Gale, a Cengage Company,","2018."
"Physical","Horizon","BOOK","2018","12","5","Shape / by Henry Pluckrose ; mathematics consultant, Ramona G. Choos, Professor of Mathematics.","Pluckrose, Henry, 1931-","Geometry Juvenile literature, Shapes Juvenile literature, Geometry, Shapes","Children's Press, an imprint of Scholastic Inc.,","[2018]"
"Physical","Horizon","VIDEODISC","2018","12","7","Hostages. Season 1 / produced by Yezirah Ivrit for Channel 10 ; scriptwriters and directors, Rotem Shamir and Omri Givon.",,"Hostages Drama, Surgeons Drama, Israel Drama, Television series, Thrillers Television programs, Fiction television programs","Kino Lorber,","[2018]"
"Physical","Horizon","VIDEODISC","2018","12","4","Zombieland / Columbia Pictures in association with Relativity Media ; a Pariah production ; produced by Gavin Polone ; written by Rhett Reese & Paul Wernick ; directed by Ruben Fleischer.",,"Zombies Drama, Amusement parks Drama, Survival Drama, Wilderness survival Drama, Sisters Drama, Man woman relationships Drama, Comedy films, Zombie films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities, Feature films, Fiction films","Sony Pictures Home Entertainment,","[2010]"
"Digital","OverDrive","EBOOK","2018","12","1","Ramses, Volume II: The Eternal Temple","Christian Jacq","Fantasy, Historical Fiction, Young Adult Fiction","Hachette Digital, Inc.","2012"
"Physical","Horizon","BOOK","2018","12","1","The oasis : a memoir of love and survival in a concentration camp / Petru Popescu.","Popescu, Petru, 1944-","Friedman Blanka, Friedman Mirek, Jews Czech Republic Biography, Holocaust Jewish 1939 1945 Czech Republic Personal narratives, Czech Republic Biography","St. Martin's Press,","2001."
"Digital","OverDrive","EBOOK","2018","12","2","Mr. Darcy's Diary: A Novel","Amanda Grange","Fiction, Historical Fiction, Romance","Sourcebooks","2008"
"Physical","Horizon","SOUNDDISC","2018","12","3","The Charles Mingus Quintet plus Max Roach.","Charles Mingus Quintet","Jazz 1951 1960, Double bass music Jazz","Fantasy,","[1990]"
"Physical","Horizon","VIDEODISC","2018","12","2","Mumford & Sons : snake eyes : the story / XXL Media.",,"Mumford Sons Musical group Interviews, Musicians Great Britain Interviews, Filmed interviews, Documentary films, Nonfiction films","Blueline,","[2015]"
"Physical","Horizon","BOOK","2018","12","1","Necks out for adventure! : the true story of Edwin Wiggleskin / Timothy Basil Ering.","Ering, Timothy B.","Individuality Juvenile fiction, Self confidence Juvenile fiction, Adventure stories","Candlewick Press,","2008."
"Physical","Horizon","BOOK","2018","12","3","The mystery in the Forbidden City / by Harper Paris ; illustrated by Marcos Calo.","Paris, Harper","Forbidden City Beijing China Juvenile fiction, Lost children Fiction, Mystery and detective stories, Missing children Juvenile fiction, Brothers and sisters Juvenile fiction, Twins Juvenile fiction, China Juvenile fiction","Little Simon,","2014."
"Physical","Horizon","BOOK","2018","12","1","Lanmei mao, bu xiang shui jue o / [Yi] Shala Aogusiting, zhu ; [Yi] Mata Tuoni, hui ; Zhu Yaning, yi.","Agostini, Sara.","Cats Juvenile fiction, Picture books for children, Chinese language materials","Zhong yang guang bo dian shi da xue chu ban she,","2014."
"Digital","OverDrive","EBOOK","2018","12","4","Cook's Science: How to Unlock Flavor in 50 of Our Favorite Ingredients","Cook's Illustrated","Cooking & Food, Essays, Nonfiction, Reference","Random House, Inc.","2016"
"Physical","Horizon","BOOK","2018","12","3","Catch me if you can : the amazing true story of the youngest and most daring con man in the history of fun and profit / Frank W. Abagnale, with Stan Redding.","Abagnale, Frank W., 1948-","Abagnale Frank W 1948, Impostors and imposture United States Biography, Swindlers and swindling United States Biography","Broadway Books,","2000."
"Physical","Horizon","SOUNDDISC","2018","12","2","Now that's what I call the 80s hits.",,"Popular music 1981 1990, Rock music 1981 1990","EMI,","[2011]"
"Physical","Horizon","SOUNDDISC","2018","12","1","The stranger / Albert Camus ; translated by Matthew Ward.","Camus, Albert, 1913-1960","Murderers Algeria Fiction, Alienation Social psychology Algeria Fiction, Algeria Social life and customs 20th century Fiction","Recorded Books,","[2005]"
"Physical","Horizon","BOOK","2018","12","5","Two nights : a novel / Kathy Reichs.","Reichs, Kathy","Women private investigators Fiction, Missing persons Investigation Fiction, Suspense fiction, Mystery fiction","Bantam Books,","[2017]"
"Digital","OverDrive","EBOOK","2018","12","8","The Privilege of Peace: Peacekeeper Series, Book 3","Tanya Huff","Fiction, Science Fiction","Penguin Group (USA), Inc.","2018"
"Physical","Horizon","BOOK","2018","12","4","The genie's curse / Tom Percival.","Percival, Tom, 1977-","Characters and characteristics in literature Juvenile fiction, Magic Juvenile fiction, Jinn Juvenile fiction, Monkeys Juvenile fiction, Childrens stories, Characters in literature Fiction, Friendship Fiction, Genies Fiction, Fantasy fiction","Sourcebooks Jabberwocky,","[2017]"
"Digital","OverDrive","EBOOK","2018","12","23","Raven Black: Shetland Island Series, Book 1","Ann Cleeves","Fiction, Mystery","Macmillan Publishers","2013"
"Digital","OverDrive","AUDIOBOOK","2018","12","1","Wonder at the Edge of the World (Unabridged)","Nicole Helget","Historical Fiction, Juvenile Fiction","Blackstone Audio, Inc.","2015"
"Digital","OverDrive","EBOOK","2018","12","70","Red Sparrow: Red Sparrow Series, Book 1","Jason Matthews","Fiction, Suspense, Thriller","Simon & Schuster, Inc.","2014"
"Physical","Horizon","BOOK","2018","12","1","A brief history of India / Judith E. Walsh.","Walsh, Judith E.","India History","Checkmark Books,","[2011]"
"Physical","Horizon","SOUNDDISC","2018","12","1","Reckless / the SteelDrivers.","SteelDrivers (Musical group)","Bluegrass music 2001 2010, Country music 2001 2010","Rounder,","[2010]"
"Digital","OverDrive","EBOOK","2018","12","1","A Rural Affair","Catherine Alliott","Fiction, Literature","Sourcebooks","2012"
"Digital","OverDrive","AUDIOBOOK","2018","12","1","Heartless: Pretty Little Liars Series, Book 7 (unabridged) (Unabridged)","Sara Shepard","Mystery, Romance, Young Adult Fiction","HarperCollins Publishers Inc.","2010"
"Digital","OverDrive","EBOOK","2018","12","2","The Talbot Odyssey","Nelson DeMille","Fiction, Thriller","Hachette Digital, Inc.","2011"
"Physical","Horizon","BOOK","2018","12","5","A child's Christmas in Wales / Dylan Thomas ; illustrated by Trina Schart Hyman.","Thomas, Dylan, 1914-1953","Thomas Dylan 1914 1953 Childhood and youth, Thomas Dylan 1914 1953 Homes and haunts Wales, Poets Welsh 20th century Biography Youth, Christmas Wales, Christmas Fiction, Wales Juvenile fiction","Holiday House,","[1985]"
"Digital","OverDrive","EBOOK","2018","12","1","The Theban Plays: King Oedipus; Oedipus at Colonus; Antigone","Sophocles","Drama, Fiction","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2018","12","1","Who is Melvin Bubble? / by Nick Bruel.","Bruel, Nick","Humorous stories","Roaring Brook Press,","2006."
"Physical","Horizon","BOOK","2018","12","5","""Most blessed of the patriarchs"" : Thomas Jefferson and the empire of the imagination / Annette Gordon-Reed, Peter S. Onuf.","Gordon-Reed, Annette","Jefferson Thomas 1743 1826 Philosophy, Jefferson Thomas 1743 1826 Political and social views","Liveright Publishing Corporation,","2016."
"Physical","Horizon","BOOK","2018","12","2","My life as a stuntboy / Janet Tashjian ; with cartoons by Jake Tashjian.","Tashjian, Janet","Stunt performers Juvenile fiction, Motion pictures Production and direction Juvenile fiction, Monkeys as pets Juvenile fiction, Schools Fiction, Family life California Los Angeles Fiction, Childrens art Juvenile fiction, Los Angeles Calif Juvenile fiction","Henry Holt,","2011."
"Digital","OverDrive","EBOOK","2018","12","1","Love, Alice","Barbara Davis","Fiction, Historical Fiction, Literature","Penguin Group (USA), Inc.","2016"
"Physical","Horizon","VIDEODISC","2018","12","5","Simón del Desierto = Simon of the Desert / Janus Films ; basada en una historia de Luis Buñuel ; guión y dialogos de Luis Buñuel y Julio Alejandro ; producción, Gustavo Alatriste ; dirección, Luis Buñuel.",,"Simeon Stylites Saint 459 Drama, Christian saints Drama, Temptation Drama, Asceticism History Early church ca 30 600 Drama, Ascetics Drama, Religion Drama, Devil Drama, Surrealist films, Religious films, Fiction films, Motion pictures Spanish","Criterion Collection,","[2008]"
"Digital","OverDrive","EBOOK","2018","12","4","Mary Poppins and Mary Poppins Comes Back","P. L. Travers","Classic Literature, Juvenile Fiction","Houghton Mifflin Harcourt Trade and Reference","2011"
"Physical","Horizon","BOOK","2018","12","1","Selected poems; including the verse play 'Eli' / translated from the German by Michael Hamburger and others.","Sachs, Nelly","Sachs Nelly Translations into English","Cape,","1968."
"Physical","Horizon","BOOK","2018","12","1","The Loopy Coop hens / Janet Morgan Stoeke.","Stoeke, Janet Morgan","Chickens Fiction, Roosters Juvenile fiction","Dutton Children's Books,","2011."
"Physical","Horizon","BOOK","2018","12","1","Notes from the upside down : an unofficial guide to Stranger things / Guy Adams.","Adams, Guy, 1976-","Stranger things Television program, Curiosities and wonders","Touchstone,","2017."
"Digital","OverDrive","AUDIOBOOK","2018","12","1","Madame President (Unabridged)","Helene Cooper","Biography & Autobiography, History, Nonfiction","Simon & Schuster - Audiobooks","2017"
"Digital","OverDrive","EBOOK","2018","12","1","The Great Big Paw Print","Poppy Green","Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2018","12","3","The Secrets Between Us: A Novel (unabridged) (Unabridged)","Thrity Umrigar","Fiction, Literature","HarperCollins Publishers Inc.","2018"
"Physical","Horizon","BOOK","2018","12","1","Reykjavik / Laura Dixon.","Dixon, Laura (Laura Jayne)","Reykjav¡k Iceland Description and travel, Reykjav¡k Iceland Guidebooks","Footprint,","[2015]"
"Physical","Horizon","BOOK","2018","12","1","Knights Templar encyclopedia : the essential guide to the people, places, events, and symbols of the Order of the Temple / by Karen Ralls.","Ralls, Karen","Templars History Encyclopedias, Military religious orders History To 1500 Encyclopedias","New Page Books,","[2007]"
"Physical","Horizon","VIDEODISC","2018","12","6","Shelby / Anchor Bay Entertainment ; The Fyzz Facility ; OutPost Media ; in association with Highland Film Group ; produced by Janet Wright, Michael Hamilton-Wright ; original story by David Gilbery ; screenplay by Jeremy Wadzinski ; directed by Brian K. Roberts.",,"Puppies Juvenile drama, Boys Juvenile drama, Magicians Juvenile drama, Fiction films, Animal films, Feature films, Childrens films, Christmas films, Video recordings for the hearing impaired","Anchor Bay Entertainment,","[2015]"
"Digital","OverDrive","AUDIOBOOK","2018","12","2","Dangerous Creatures: Dangerous Creatures Series, Book 1 (unabridged) (Unabridged)","Kami Garcia","Fantasy, Romance, Young Adult Fiction","Blackstone Audio, Inc.","2014"
"Physical","Horizon","BOOK","2018","12","1","Albina and the dog-men : a fantastical novel / Alejandro Jodorowsky ; translated from the Spanish by Alfred MacAdam ; with illustrations by François Boucq.","Jodorowsky, Alejandro","Women Fiction, Albinos and albinism Fiction, Amnesiacs Fiction, Chile Fiction, Peru Fiction, Fantasy fiction","Restless Books,","2016."
